country,religionPrefix,actorNumber,count,avgGoldstein,avgAvgTone,quadClass1Percentage,quadClass2Percentage,quadClass3Percentage,quadClass4Percentage,windowIndex,windowStart
CA,MOS,1,298,-0.3634228187919452,-4.157253373048398,0.5771812080536913,0.0436241610738255,0.1912751677852349,0.18791946308724833,1,1486944000000
BF,CHR,1,3,1.2666666666666666,0.92118657777751,1.0,0.0,0.0,0.0,1,1486944000000
VT,ATH,1,3,1.4666666666666668,-1.2987012987013,0.6666666666666666,0.0,0.3333333333333333,0.0,1,1486944000000
SL,NRM,1,1,3.4,3.33333333333333,1.0,0.0,0.0,0.0,1,1486944000000
CU,JAN,1,1,-2.0,-0.70621468926554,0.0,0.0,1.0,0.0,1,1486944000000
MO,ATH,1,1,0.0,-3.43347639484978,1.0,0.0,0.0,0.0,1,1486944000000
AR,ATH,1,1,3.4,-0.408306024867754,1.0,0.0,0.0,0.0,1,1486944000000
TN,CHR,1,2,2.8,1.22950819672131,1.0,0.0,0.0,0.0,1,1486944000000
RQ,JEW,1,1,2.8,1.92307692307692,1.0,0.0,0.0,0.0,1,1486944000000
UY,CHR,1,6,0.0,-1.61290322580645,0.5,0.0,0.0,0.5,1,1486944000000
BG,JEW,1,3,2.6666666666666665,-7.395498392282941,0.0,0.6666666666666666,0.3333333333333333,0.0,1,1486944000000
CS,HIN,1,1,2.8,6.92307692307692,1.0,0.0,0.0,0.0,1,1486944000000
PE,JEW,1,4,0.7,-4.12371134020618,0.5,0.0,0.5,0.0,1,1486944000000
SN,NRM,1,2,1.45,7.6555023923445,1.0,0.0,0.0,0.0,1,1486944000000
IR,ZRO,1,16,6.062500000000001,-1.6124106991879528,1.0,0.0,0.0,0.0,1,1486944000000
VE,NRM,1,1,4.0,3.15315315315315,1.0,0.0,0.0,0.0,1,1486944000000
RP,JEW,1,4,-0.050000000000000044,-4.052614967434377,0.5,0.0,0.5,0.0,1,1486944000000
DA,MOS,1,9,3.4888888888888894,-6.455159134573474,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,1,1486944000000
TH,NRM,1,1,2.8,-1.06320141760189,1.0,0.0,0.0,0.0,1,1486944000000
AR,JEW,1,4,1.75,2.7163455647499974,0.75,0.0,0.25,0.0,1,1486944000000
SF,NRM,1,2,1.4,4.91546549905718,1.0,0.0,0.0,0.0,1,1486944000000
SN,BUD,1,1,0.0,-1.06320141760189,1.0,0.0,0.0,0.0,1,1486944000000
UY,JEW,1,4,-3.0,-11.8764845605701,0.25,0.0,0.25,0.5,1,1486944000000
BF,MOS,1,1,3.0,0.11904761904762,1.0,0.0,0.0,0.0,1,1486944000000
LO,CHR,1,3,2.0,-4.57018498367791,1.0,0.0,0.0,0.0,1,1486944000000
RS,ATH,1,3,2.466666666666667,-2.5172814936594468,0.6666666666666666,0.3333333333333333,0.0,0.0,1,1486944000000
MU,NRM,1,1,3.4,3.584229390681,1.0,0.0,0.0,0.0,1,1486944000000
GM,NRM,1,1,3.4,3.34728033472804,1.0,0.0,0.0,0.0,1,1486944000000
FR,NRM,1,1,0.0,-3.34821428571429,1.0,0.0,0.0,0.0,1,1486944000000
MI,MOS,1,2,-10.0,-4.731064020466545,0.0,0.0,0.0,1.0,1,1486944000000
GJ,CHR,1,2,2.3499999999999996,2.86532951289398,1.0,0.0,0.0,0.0,1,1486944000000
MX,BUD,1,1,3.0,-1.07142857142857,1.0,0.0,0.0,0.0,1,1486944000000
NL,SIK,1,1,3.4,-0.41237113402062,1.0,0.0,0.0,0.0,1,1486944000000
JE,JAN,1,1,-9.5,3.81679389312977,0.0,0.0,0.0,1.0,1,1486944000000
BR,JAN,1,1,1.9,-0.25575447570332,1.0,0.0,0.0,0.0,1,1486944000000
UZ,MOS,1,8,-5.075,-5.844419661028724,0.125,0.125,0.125,0.625,1,1486944000000
SI,MOS,1,1,-4.0,-5.7471264367816,0.0,0.0,1.0,0.0,1,1486944000000
SZ,HIN,1,1,3.0,3.65168539325842,1.0,0.0,0.0,0.0,1,1486944000000
NI,NRM,1,2,1.5,2.10039005665119,0.0,0.5,0.5,0.0,1,1486944000000
RW,SIK,1,1,6.0,0.52585451358458,0.0,1.0,0.0,0.0,1,1486944000000
ER,CHR,1,1,4.0,-2.5831873905429,1.0,0.0,0.0,0.0,1,1486944000000
IN,CHR,1,79,1.2506329113924053,-0.5368937293093502,0.6329113924050633,0.16455696202531644,0.1518987341772152,0.05063291139240506,1,1486944000000
GH,CHR,1,23,2.134782608695652,0.7361591840130915,0.9130434782608695,0.043478260869565216,0.043478260869565216,0.0,1,1486944000000
AA,NRM,1,1,3.4,12.4113475177305,1.0,0.0,0.0,0.0,1,1486944000000
TU,NRM,1,1,3.4,3.91459074733096,1.0,0.0,0.0,0.0,1,1486944000000
NP,CHR,1,4,-5.449999999999999,3.52510808114399,0.0,0.0,1.0,0.0,1,1486944000000
ID,ATH,1,1,-5.0,-5.30222693531283,0.0,0.0,0.0,1.0,1,1486944000000
ID,JEW,1,2,3.0,-3.80313199105146,1.0,0.0,0.0,0.0,1,1486944000000
LG,JEW,1,2,-2.0,0.40192926045016,0.0,0.0,1.0,0.0,1,1486944000000
NZ,SIK,1,1,-5.0,2.09689081706436,0.0,0.0,1.0,0.0,1,1486944000000
ID,NRM,1,1,2.8,5.28301886792453,1.0,0.0,0.0,0.0,1,1486944000000
DJ,JEW,1,1,1.9,-0.89285714285714,1.0,0.0,0.0,0.0,1,1486944000000
AY,CHR,1,2,1.0,0.55867659065363,0.5,0.0,0.5,0.0,1,1486944000000
PO,MOS,1,3,-5.0,-10.5263157894737,0.0,0.0,0.0,1.0,1,1486944000000
GI,CHR,1,1,6.0,2.23048327137547,0.0,1.0,0.0,0.0,1,1486944000000
SP,HIN,1,1,3.0,3.91061452513966,1.0,0.0,0.0,0.0,1,1486944000000
AM,HIN,1,1,-10.0,0.0,0.0,0.0,0.0,1.0,1,1486944000000
RI,HIN,1,2,-10.0,0.0,0.0,0.0,0.0,1.0,1,1486944000000
VM,HIN,1,1,1.9,2.81329923273657,1.0,0.0,0.0,0.0,1,1486944000000
PO,JEW,1,1,5.0,-3.44248530646515,0.0,1.0,0.0,0.0,1,1486944000000
SG,MOS,1,1,3.4,-2.0,1.0,0.0,0.0,0.0,1,1486944000000
SG,BUD,1,1,-2.0,2.91878172588832,0.0,1.0,0.0,0.0,1,1486944000000
OD,JEW,1,2,2.2,-5.33454398708635,1.0,0.0,0.0,0.0,1,1486944000000
MC,MOS,1,2,-3.5,-2.993449585738645,0.5,0.0,0.0,0.5,1,1486944000000
PO,HIN,1,3,-5.666666666666667,-3.365517241379307,0.0,0.0,1.0,0.0,1,1486944000000
BX,JEW,1,1,-7.0,-5.83153347732181,0.0,0.0,1.0,0.0,1,1486944000000
KS,JEW,1,1,1.0,4.9645390070922,1.0,0.0,0.0,0.0,1,1486944000000
MY,MOS,1,184,-0.3070652173913044,-2.3936991535069314,0.5652173913043478,0.08695652173913043,0.22826086956521738,0.11956521739130435,1,1486944000000
PM,NRM,1,2,3.7,2.3341523341523347,1.0,0.0,0.0,0.0,1,1486944000000
NI,JEW,1,6,0.7999999999999999,-7.2699441797005315,0.6666666666666666,0.0,0.3333333333333333,0.0,1,1486944000000
LY,JEW,1,1,-7.0,-5.82959641255606,0.0,0.0,1.0,0.0,1,1486944000000
IC,CHR,1,2,2.5,4.46211271393804,0.5,0.5,0.0,0.0,1,1486944000000
RS,HIN,1,4,-4.0,1.69616519174042,0.0,0.0,1.0,0.0,1,1486944000000
JA,HIN,1,4,-3.0,-2.0045323011187,0.0,0.5,0.5,0.0,1,1486944000000
EZ,HIN,1,1,3.0,-3.93518518518518,1.0,0.0,0.0,0.0,1,1486944000000
TW,JEW,1,4,2.8,-3.78771366295744,1.0,0.0,0.0,0.0,1,1486944000000
ER,MOS,1,1,-2.0,-1.82883522727273,0.0,0.0,1.0,0.0,1,1486944000000
PK,BUD,1,1,1.9,-7.11462450592885,1.0,0.0,0.0,0.0,1,1486944000000
DR,JAN,1,1,1.9,-0.25575447570332,1.0,0.0,0.0,0.0,1,1486944000000
