country,religionPrefix,actorNumber,count,avgGoldstein,avgAvgTone,quadClass1Percentage,quadClass2Percentage,quadClass3Percentage,quadClass4Percentage,windowIndex,windowStart
TU,CHR,2,96,0.9375,-0.3243098824198865,0.7395833333333334,0.0625,0.14583333333333334,0.052083333333333336,14,1498176000000
SZ,MOS,2,29,-1.313793103448276,-4.262823587689283,0.4482758620689655,0.034482758620689655,0.034482758620689655,0.4827586206896552,14,1498176000000
AE,MOS,2,64,-0.7765625000000005,-1.190858465799462,0.625,0.046875,0.0625,0.265625,14,1498176000000
QA,MOS,2,347,0.4948126801152749,-3.2921398062080685,0.5504322766570605,0.069164265129683,0.1642651296829971,0.21613832853025935,14,1498176000000
SY,MOS,2,923,-2.6470205850487454,-4.069219663183361,0.35861321776814736,0.10292524377031419,0.1267605633802817,0.41170097508125675,14,1498176000000
AM,CHR,2,8,-2.6375,-2.2663399046300112,0.5,0.0,0.0,0.5,14,1498176000000
MO,MOS,2,37,0.6108108108108107,-0.6003210043959138,0.4594594594594595,0.24324324324324326,0.05405405405405406,0.24324324324324326,14,1498176000000
PK,MOS,2,652,-2.095398773006134,-4.876665698352062,0.43098159509202455,0.046012269938650305,0.21932515337423314,0.30368098159509205,14,1498176000000
FR,NRM,2,5,3.0200000000000005,5.135391759871665,1.0,0.0,0.0,0.0,14,1498176000000
MO,JEW,2,2,0.95,0.528774718932745,1.0,0.0,0.0,0.0,14,1498176000000
UK,NRM,2,10,2.84,1.9927626216211258,1.0,0.0,0.0,0.0,14,1498176000000
RS,HIN,2,6,-1.2333333333333334,-1.3076933030584597,0.6666666666666666,0.0,0.3333333333333333,0.0,14,1498176000000
SL,MOS,2,9,5.266666666666667,-0.12075486902135646,0.8888888888888888,0.1111111111111111,0.0,0.0,14,1498176000000
GA,MOS,2,22,1.1545454545454545,0.11405654960041677,0.7272727272727273,0.09090909090909091,0.0,0.18181818181818182,14,1498176000000
SC,CHR,2,1,0.0,4.5766590389016,1.0,0.0,0.0,0.0,14,1498176000000
KE,NRM,2,1,3.4,5.23188231521565,1.0,0.0,0.0,0.0,14,1498176000000
PK,ATH,2,1,1.0,-2.63748597081931,1.0,0.0,0.0,0.0,14,1498176000000
HR,CHR,2,1,2.8,4.35967302452316,1.0,0.0,0.0,0.0,14,1498176000000
ZA,NRM,2,2,-1.0,0.66555740432612,0.5,0.0,0.5,0.0,14,1498176000000
AE,NRM,2,1,3.4,10.6132075471698,1.0,0.0,0.0,0.0,14,1498176000000
MX,ATH,2,1,7.0,0.69444444444444,0.0,1.0,0.0,0.0,14,1498176000000
IZ,ATH,2,1,1.9,-2.63748597081931,1.0,0.0,0.0,0.0,14,1498176000000
AU,BUD,2,1,1.9,1.80008252141101,1.0,0.0,0.0,0.0,14,1498176000000
PK,BUD,2,1,4.0,4.01284109149278,1.0,0.0,0.0,0.0,14,1498176000000
GQ,HIN,2,4,1.9,1.33891213389122,1.0,0.0,0.0,0.0,14,1498176000000
TS,CHR,2,1,-5.0,-1.67902725077613,0.0,0.0,1.0,0.0,14,1498176000000
SO,BUD,2,1,-10.0,-12.8413838420452,0.0,0.0,0.0,1.0,14,1498176000000
WA,CHR,2,1,1.0,0.64655172413794,1.0,0.0,0.0,0.0,14,1498176000000
AJ,JEW,2,4,7.199999999999999,1.08324931651181,0.5,0.5,0.0,0.0,14,1498176000000
IR,HIN,2,2,0.0,2.121796636990175,1.0,0.0,0.0,0.0,14,1498176000000
SA,JEW,2,1,2.8,-2.69168026101142,1.0,0.0,0.0,0.0,14,1498176000000
CU,JEW,2,1,5.2,-6.13373554550025,1.0,0.0,0.0,0.0,14,1498176000000
FI,CHR,2,1,2.8,2.8688524590164,1.0,0.0,0.0,0.0,14,1498176000000
AJ,CHR,2,4,0.7250000000000001,-0.8941772423017526,0.75,0.0,0.25,0.0,14,1498176000000
RP,NRM,2,1,1.9,11.2852664576803,1.0,0.0,0.0,0.0,14,1498176000000
US,JAN,2,3,-1.3333333333333333,-2.08133558690628,0.3333333333333333,0.0,0.6666666666666666,0.0,14,1498176000000
BG,JAN,2,3,-3.0666666666666664,-2.51964664716342,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,14,1498176000000
JE,BUD,2,8,2.8000000000000003,-2.07996442551333,1.0,0.0,0.0,0.0,14,1498176000000
SN,SIK,2,3,4.0,1.52671755725191,1.0,0.0,0.0,0.0,14,1498176000000
AR,BUD,2,1,1.9,-0.69002123142251,1.0,0.0,0.0,0.0,14,1498176000000
MA,JEW,2,2,1.0,-2.31724137931034,1.0,0.0,0.0,0.0,14,1498176000000
AS,SIK,2,3,0.9333333333333332,0.7168458781361999,1.0,0.0,0.0,0.0,14,1498176000000
LH,JEW,2,1,-5.0,-2.18579234972678,0.0,0.0,0.0,1.0,14,1498176000000
MY,BUD,2,1,-10.0,-5.83945062751599,0.0,0.0,0.0,1.0,14,1498176000000
