country,religionPrefix,actorNumber,count,avgGoldstein,avgAvgTone,quadClass1Percentage,quadClass2Percentage,quadClass3Percentage,quadClass4Percentage,windowIndex,windowStart
CH,MOS,2,106,-1.595283018867924,-2.094903873594512,0.41509433962264153,0.04716981132075472,0.16981132075471697,0.36792452830188677,10,1494720000000
ID,MOS,2,312,-0.9336538461538458,-4.301573242062151,0.4198717948717949,0.07371794871794872,0.24358974358974358,0.26282051282051283,10,1494720000000
AU,CHR,2,32,3.096875,-0.15458001799424897,0.9375,0.0625,0.0,0.0,10,1494720000000
RP,MOS,2,579,-2.85958549222798,-5.178008642474455,0.37305699481865284,0.09153713298791019,0.09153713298791019,0.4438687392055268,10,1494720000000
GH,CHR,2,42,0.27380952380952384,0.01014396519345732,0.6428571428571429,0.07142857142857142,0.16666666666666666,0.11904761904761904,10,1494720000000
HA,ADR,2,2,1.9,0.125,1.0,0.0,0.0,0.0,10,1494720000000
CO,JEW,2,1,-0.3,-3.56435643564356,1.0,0.0,0.0,0.0,10,1494720000000
AO,MOS,2,3,3.0,0.3921568627451,1.0,0.0,0.0,0.0,10,1494720000000
DJ,JEW,2,1,-4.4,-5.71485863244436,0.0,0.0,1.0,0.0,10,1494720000000
SY,ATH,2,1,2.8,-5.83830435334434,1.0,0.0,0.0,0.0,10,1494720000000
IR,JAN,2,2,7.4,-5.4479896298023505,0.0,1.0,0.0,0.0,10,1494720000000
US,MOS,1,2593,-0.45522560740455165,-2.845097042020882,0.6247589664481296,0.039722329348245274,0.12225221750867721,0.21326648669494794,10,1494720000000
UK,JAN,2,2,7.4,-3.363755385686485,0.0,1.0,0.0,0.0,10,1494720000000
KN,CHR,1,32,0.5156249999999999,-2.7483561886622208,0.625,0.0625,0.21875,0.09375,10,1494720000000
AE,SIK,2,6,6.0,1.88284518828452,0.16666666666666666,0.8333333333333334,0.0,0.0,10,1494720000000
MD,CHR,2,2,7.0,-4.30342815463166,0.0,1.0,0.0,0.0,10,1494720000000
ZI,ATH,2,1,1.9,0.81967213114754,1.0,0.0,0.0,0.0,10,1494720000000
ID,NRM,2,2,2.95,4.69924812030075,1.0,0.0,0.0,0.0,10,1494720000000
ES,MOS,2,1,0.0,-1.23762376237624,1.0,0.0,0.0,0.0,10,1494720000000
TS,CHR,2,2,2.3499999999999996,-2.1875,1.0,0.0,0.0,0.0,10,1494720000000
VE,MOS,2,2,2.5,-5.11316010058676,1.0,0.0,0.0,0.0,10,1494720000000
