country,religionPrefix,actorNumber,count,avgGoldstein,avgAvgTone,quadClass1Percentage,quadClass2Percentage,quadClass3Percentage,quadClass4Percentage,windowIndex,windowStart
SF,JEW,2,12,-0.4583333333333332,-3.7206053261862078,0.4166666666666667,0.0,0.5,0.08333333333333333,6,1491264000000
MX,CHR,2,66,1.881818181818182,-1.4292087818140544,0.8181818181818182,0.07575757575757576,0.0,0.10606060606060606,6,1491264000000
NI,MOS,1,322,-0.5295031055900603,-3.415012637369936,0.5807453416149069,0.062111801242236024,0.16770186335403728,0.18944099378881987,6,1491264000000
EI,CHR,1,111,1.6180180180180188,-0.5387291188537717,0.7657657657657657,0.09009009009009009,0.07207207207207207,0.07207207207207207,6,1491264000000
IS,JEW,2,839,-0.364004767580453,-2.7283390476299028,0.5375446960667462,0.08939213349225268,0.19547079856972585,0.17759237187127533,6,1491264000000
EG,MOS,1,891,-2.4026936026936014,-5.164627361335435,0.49158249158249157,0.04040404040404041,0.15488215488215487,0.31313131313131315,6,1491264000000
AF,MOS,1,360,-4.520833333333335,-5.009641714341801,0.31666666666666665,0.05,0.11944444444444445,0.5138888888888888,6,1491264000000
PE,CHR,1,29,2.0827586206896544,0.41553197136016273,0.9310344827586207,0.0,0.0,0.06896551724137931,6,1491264000000
BG,BUD,1,13,4.053846153846154,-2.0715186402150896,0.46153846153846156,0.5384615384615384,0.0,0.0,6,1491264000000
DR,CHR,1,4,0.475,1.3497207545488674,1.0,0.0,0.0,0.0,6,1491264000000
JO,HIN,1,2,0.0,-6.37311703360371,0.0,0.5,0.0,0.5,6,1491264000000
SW,HIN,1,1,-5.0,-3.49726775956284,0.0,0.0,0.0,1.0,6,1491264000000
TZ,MOS,1,2,1.9,0.26684456304203,1.0,0.0,0.0,0.0,6,1491264000000
GV,BUD,1,4,0.0,6.41711229946524,1.0,0.0,0.0,0.0,6,1491264000000
KU,BUD,1,2,1.9,1.57155645071053,1.0,0.0,0.0,0.0,6,1491264000000
TZ,CHR,1,14,3.2357142857142853,-1.0420384473062312,0.6428571428571429,0.21428571428571427,0.14285714285714285,0.0,6,1491264000000
VM,JEW,1,3,5.733333333333333,-1.85430463576159,0.3333333333333333,0.6666666666666666,0.0,0.0,6,1491264000000
AR,JEW,1,3,-5.0,-3.81836945304438,0.0,0.0,0.0,1.0,6,1491264000000
AF,HIN,1,2,-1.5,-2.875183729789725,0.5,0.0,0.0,0.5,6,1491264000000
SI,MOS,1,2,2.65,-7.74193548387097,1.0,0.0,0.0,0.0,6,1491264000000
DA,CHR,1,6,0.6166666666666666,0.2871708828084667,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,6,1491264000000
NP,JAN,1,1,3.4,4.13895048041389,1.0,0.0,0.0,0.0,6,1491264000000
JE,JAN,1,1,3.4,-3.76266280752532,1.0,0.0,0.0,0.0,6,1491264000000
VE,HIN,1,3,0.0,6.433823529411771,1.0,0.0,0.0,0.0,6,1491264000000
UY,CHR,1,4,-0.7999999999999999,0.52076091346695,0.75,0.0,0.0,0.25,6,1491264000000
IT,ATH,1,2,2.0,5.02092050209205,0.0,1.0,0.0,0.0,6,1491264000000
IV,NRM,1,1,4.0,0.638290816151513,1.0,0.0,0.0,0.0,6,1491264000000
US,CHR,2,3408,1.5127053990610348,-0.3632393971284569,0.7699530516431925,0.07423708920187794,0.07188967136150234,0.08392018779342723,6,1491264000000
GA,CHR,1,1,7.0,3.61004614122174,1.0,0.0,0.0,0.0,6,1491264000000
ZI,BUD,2,3,4.2,-1.0468987859148235,0.6666666666666666,0.3333333333333333,0.0,0.0,6,1491264000000
HK,HIN,1,2,2.8,1.905129021549885,1.0,0.0,0.0,0.0,6,1491264000000
MX,JEW,2,5,0.33999999999999997,0.1893448520695779,0.6,0.0,0.4,0.0,6,1491264000000
KV,CHR,1,3,3.1999999999999997,-3.782803635876,1.0,0.0,0.0,0.0,6,1491264000000
PK,NRM,2,5,-1.04,0.42275350664099803,0.4,0.0,0.6,0.0,6,1491264000000
NL,HIN,1,3,-0.4000000000000001,2.65379975874547,0.6666666666666666,0.0,0.0,0.3333333333333333,6,1491264000000
SG,CHR,2,1,3.4,7.4074074074074,1.0,0.0,0.0,0.0,6,1491264000000
EG,BUD,1,1,7.0,-1.47339699863574,1.0,0.0,0.0,0.0,6,1491264000000
NR,CHR,1,1,-4.4,-2.42038216560509,0.0,0.0,1.0,0.0,6,1491264000000
MN,MOS,2,1,1.9,-4.92424242424242,1.0,0.0,0.0,0.0,6,1491264000000
MX,SIK,2,1,3.0,-4.88145048814505,1.0,0.0,0.0,0.0,6,1491264000000
GV,MOS,1,2,-7.5,-4.98715924969597,0.0,0.0,0.0,1.0,6,1491264000000
MT,NRM,1,1,1.0,3.30882352941176,1.0,0.0,0.0,0.0,6,1491264000000
PE,MOS,2,6,1.6000000000000003,0.44252256921247674,1.0,0.0,0.0,0.0,6,1491264000000
CY,CHR,2,1,2.8,0.78125,1.0,0.0,0.0,0.0,6,1491264000000
TD,HIN,1,2,3.4,4.39306358381503,1.0,0.0,0.0,0.0,6,1491264000000
EI,BUD,1,2,-3.5,0.25186303595394,0.5,0.0,0.0,0.5,6,1491264000000
GT,BUD,2,1,-5.0,-6.4516129032258,0.0,0.0,0.0,1.0,6,1491264000000
NZ,HIN,1,2,-4.5,-2.35161277016992,0.5,0.0,0.0,0.5,6,1491264000000
CB,HIN,2,2,5.2,1.88383045525903,0.5,0.5,0.0,0.0,6,1491264000000
NG,NRM,2,2,1.9,3.38754619322143,1.0,0.0,0.0,0.0,6,1491264000000
GM,HIN,1,3,-1.0333333333333334,-1.0990571767630033,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,6,1491264000000
UK,CHR,2,392,0.08341836734693868,-1.5266224818615288,0.6045918367346939,0.06377551020408163,0.20153061224489796,0.13010204081632654,6,1491264000000
ZI,NRM,1,2,-3.3,0.7825096664109851,0.5,0.0,0.0,0.5,6,1491264000000
JM,ATH,2,1,1.9,0.13869625520111,1.0,0.0,0.0,0.0,6,1491264000000
FI,JEW,2,4,0.5,-3.38983050847458,1.0,0.0,0.0,0.0,6,1491264000000
PL,BUD,1,1,1.0,2.27790432801822,1.0,0.0,0.0,0.0,6,1491264000000
RO,HIN,1,1,-9.2,-13.855421686747,0.0,0.0,0.0,1.0,6,1491264000000
AF,ZRO,2,1,3.4,0.97680097680098,1.0,0.0,0.0,0.0,6,1491264000000
BR,ADR,1,2,-1.1,3.22997416020672,0.5,0.0,0.0,0.5,6,1491264000000
SO,JEW,2,2,3.4,0.0584112149532698,1.0,0.0,0.0,0.0,6,1491264000000
NI,NRM,1,4,1.7000000000000002,4.435582804666775,1.0,0.0,0.0,0.0,6,1491264000000
GM,BUD,2,1,0.4,2.24508886810103,1.0,0.0,0.0,0.0,6,1491264000000
EG,JAN,2,1,7.0,-1.47339699863574,1.0,0.0,0.0,0.0,6,1491264000000
EZ,CHR,1,2,8.0,1.261475865906245,1.0,0.0,0.0,0.0,6,1491264000000
DA,BUD,1,2,-10.0,-2.34741784037559,0.0,0.0,0.0,1.0,6,1491264000000
MD,JEW,2,1,-7.0,-5.76208178438662,0.0,0.0,1.0,0.0,6,1491264000000
FJ,HIN,1,3,4.266666666666667,4.197604197604194,0.6666666666666666,0.3333333333333333,0.0,0.0,6,1491264000000
EG,MOS,2,680,-1.8058823529411745,-5.010395528187222,0.4573529411764706,0.04411764705882353,0.2235294117647059,0.275,6,1491264000000
SY,NRM,2,2,0.7,-3.16410899848792,0.5,0.0,0.5,0.0,6,1491264000000
NG,CHR,1,2,3.0,-9.86078886310905,1.0,0.0,0.0,0.0,6,1491264000000
SY,SIK,2,4,-4.05,-3.07956349281077,0.5,0.0,0.0,0.5,6,1491264000000
OS,CHR,1,2,1.7,-0.7777777777777796,1.0,0.0,0.0,0.0,6,1491264000000
EI,CHR,2,97,0.7257731958762889,-0.11806985306074327,0.7319587628865979,0.030927835051546393,0.13402061855670103,0.10309278350515463,6,1491264000000
NL,CHR,2,18,2.2444444444444445,1.3832207525231344,0.6666666666666666,0.2222222222222222,0.05555555555555555,0.05555555555555555,6,1491264000000
SU,MOS,2,28,-1.0892857142857142,-1.9076133144676581,0.5,0.10714285714285714,0.10714285714285714,0.2857142857142857,6,1491264000000
AF,JAN,2,1,-5.0,-8.19672131147541,0.0,0.0,0.0,1.0,6,1491264000000
FR,MOS,2,166,-2.285542168674698,-4.249732361692155,0.39156626506024095,0.0783132530120482,0.1927710843373494,0.3373493975903614,6,1491264000000
SA,MOS,1,379,-0.9519788918205807,-2.2931214080185827,0.5593667546174143,0.044854881266490766,0.21899736147757257,0.17678100263852242,6,1491264000000
GH,JAN,2,1,-5.0,-4.69872857932559,0.0,0.0,0.0,1.0,6,1491264000000
UG,JEW,2,1,0.0,-3.49386213408876,1.0,0.0,0.0,0.0,6,1491264000000
JA,CHR,2,22,1.2272727272727268,-0.3484342832738729,0.2727272727272727,0.4090909090909091,0.09090909090909091,0.22727272727272727,6,1491264000000
SP,JEW,1,18,2.366666666666666,0.539178263158389,0.7222222222222222,0.1111111111111111,0.16666666666666666,0.0,6,1491264000000
AG,CHR,2,1,1.0,-6.9620253164557,1.0,0.0,0.0,0.0,6,1491264000000
CI,NRM,1,1,-10.0,3.07971014492753,0.0,0.0,0.0,1.0,6,1491264000000
TZ,CHR,2,8,1.8875000000000002,-4.44054936621586,0.75,0.125,0.0,0.125,6,1491264000000
HR,MOS,2,2,0.3999999999999999,-3.327389582326505,0.5,0.5,0.0,0.0,6,1491264000000
SU,JEW,1,1,0.0,-2.98507462686567,1.0,0.0,0.0,0.0,6,1491264000000
DR,CHR,2,2,1.5999999999999999,2.36987481173996,1.0,0.0,0.0,0.0,6,1491264000000
SF,BUD,1,2,2.5,-6.59898477157361,0.0,0.5,0.5,0.0,6,1491264000000
TU,JEW,2,18,-2.85,-3.0127897561021784,0.5,0.0,0.1111111111111111,0.3888888888888889,6,1491264000000
SF,HIN,2,1,1.9,8.44748858447489,1.0,0.0,0.0,0.0,6,1491264000000
IZ,HIN,1,3,2.466666666666667,-6.611849196523706,1.0,0.0,0.0,0.0,6,1491264000000
US,ADR,2,1,0.0,1.35970333745365,1.0,0.0,0.0,0.0,6,1491264000000
NZ,HIN,2,2,0.0,1.64473684210526,1.0,0.0,0.0,0.0,6,1491264000000
IS,BUD,2,2,1.0,0.403225806451612,1.0,0.0,0.0,0.0,6,1491264000000
US,TAO,1,2,1.4,2.745188661357605,1.0,0.0,0.0,0.0,6,1491264000000
SI,MOS,2,3,-0.4000000000000001,-7.741935483870971,0.3333333333333333,0.0,0.6666666666666666,0.0,6,1491264000000
BY,CHR,2,4,-3.25,-3.5157610588645025,0.5,0.0,0.5,0.0,6,1491264000000
SI,NRM,1,1,-5.0,6.9364161849711,0.0,0.0,0.0,1.0,6,1491264000000
NI,NRM,2,3,2.4,3.2292379152220536,1.0,0.0,0.0,0.0,6,1491264000000
MY,SIK,2,5,4.96,5.27272727272727,0.6,0.4,0.0,0.0,6,1491264000000
NZ,ATH,1,4,5.7,-3.0703410742631303,0.5,0.5,0.0,0.0,6,1491264000000
AF,HIN,2,3,0.3333333333333333,-3.1094390676933368,0.0,0.6666666666666666,0.0,0.3333333333333333,6,1491264000000
JA,NRM,1,2,-0.30000000000000004,1.8207067516921849,0.5,0.0,0.0,0.5,6,1491264000000
SF,JAN,2,1,7.0,2.98913043478261,0.0,1.0,0.0,0.0,6,1491264000000
TT,BUD,2,1,0.0,-3.40236686390533,1.0,0.0,0.0,0.0,6,1491264000000
ES,BUD,1,1,1.0,5.30973451327433,1.0,0.0,0.0,0.0,6,1491264000000
BO,CHR,2,9,-2.1999999999999997,-6.77102182583149,0.3333333333333333,0.0,0.4444444444444444,0.2222222222222222,6,1491264000000
TD,HIN,2,1,3.4,4.42804428044281,1.0,0.0,0.0,0.0,6,1491264000000
LA,BUD,2,5,3.4,-0.2313911814995592,1.0,0.0,0.0,0.0,6,1491264000000
GJ,MOS,1,1,7.0,4.23728813559322,0.0,1.0,0.0,0.0,6,1491264000000
RS,ATH,2,2,2.3499999999999996,0.91463414634146,1.0,0.0,0.0,0.0,6,1491264000000
HK,MOS,2,1,0.0,-5.20028109627548,1.0,0.0,0.0,0.0,6,1491264000000
MP,MOS,1,2,1.9,3.8427819988310947,1.0,0.0,0.0,0.0,6,1491264000000
HU,ATH,2,1,7.0,1.09349371241115,0.0,1.0,0.0,0.0,6,1491264000000
NG,MOS,2,7,-8.571428571428571,-8.011655747276727,0.14285714285714285,0.0,0.0,0.8571428571428571,6,1491264000000
RE,MOS,1,1,3.0,-7.89826150048195,1.0,0.0,0.0,0.0,6,1491264000000
CH,JAN,2,1,-10.0,-6.45161290322581,0.0,0.0,0.0,1.0,6,1491264000000
SN,NRM,1,5,1.0,3.3274723894518976,0.8,0.0,0.2,0.0,6,1491264000000
TS,JEW,2,5,4.5600000000000005,-3.00480769230769,1.0,0.0,0.0,0.0,6,1491264000000
IT,ATH,2,1,6.0,5.02092050209205,0.0,1.0,0.0,0.0,6,1491264000000
RI,MOS,2,1,7.0,1.15830115830115,0.0,1.0,0.0,0.0,6,1491264000000
DA,HIN,1,2,0.5,-1.0211817909752898,0.5,0.5,0.0,0.0,6,1491264000000
GA,CHR,2,3,4.466666666666667,2.7462548025070768,1.0,0.0,0.0,0.0,6,1491264000000
CD,JEW,1,1,0.0,1.04166666666667,1.0,0.0,0.0,0.0,6,1491264000000
SA,ATH,2,1,-10.0,-7.96269727403152,0.0,0.0,0.0,1.0,6,1491264000000
NI,HIN,1,3,1.8999999999999997,-0.25653760571651335,1.0,0.0,0.0,0.0,6,1491264000000
US,SHN,2,5,2.8600000000000003,3.177969602576364,1.0,0.0,0.0,0.0,6,1491264000000
KV,CHR,2,7,-8.157142857142857,-5.1638330746795456,0.14285714285714285,0.0,0.0,0.8571428571428571,6,1491264000000
